row_index,doc_id,question,answer,true_label,predicted_label,verdict,entailment_score,neutral_score,contradiction_score,max_similarity,retrieved_context,is_correct,error_type,verdict_detail
840,bosch_oven.pdf,What is the maximum settable cooking time for an operation?,The maximum setting is 23 hours and 59 minutes.,0,0,GROUNDED,0.9873,0.0016,0.0111,0.8043,"operation. Applying settings Depending on which direction you turn the rotary selector first, the cooking time starts at a particular default value: Left = 10 minutes, right = 30 minutes. The cooking time can be set in one-minute increments up to one hour, and then in five-minute increments. The maximum setting is 23 hours and 59 minutes. Example in the picture: Cooking time of 45 minutes. 1. Set the operating mode, and temperature or level. 2. Touch the s field before starting. The cooking time",True,TN,GROUNDED
841,omron_monitor.pdf,What is the full model designation for the OMRON M3 as listed in the technical data?,OMRON M3 (HEM-7200-E/ HEM-7200-E8),0,0,GROUNDED,0.958,0.0023,0.0397,0.7911,EN 6. Technical Data Note: Subject to technical modification without prior notice. Product Description Digital Automatic Blood Pressure Monitor Model OMRON M3 (HEM-7200-E/ HEM-7200-E8) Display LCD Digital Display Measurement Method Oscillometric method Measurement Range Pressure: 0 mmHg to 299 mmHg Pulse: 40 to 180/min. Accuracy Pressure: ±3 mmHg Pulse: ± 5% of display reading Inflation Fuzzy-logic controlled by electric pump Deflation Automatic pressure release valve Memory 60 Measurements with,True,TN,GROUNDED
842,lg_home_theater.pdf,What is the caution regarding mixing battery types in the remote?,"Do not mix old and new batteries. Never mix different types of batteries (nickel-cadmium, mercury, etc.).",1,1,UNCERTAIN,0.6823,0.0073,0.3104,0.7724,"of the Remote Sensor Remote Control battery installation Remove the battery cover on the rear of the Remote Control, and insert two R03 (size AAA) batteries with and aligned correctly. Caution Do not mix old and new batteries. Never mix different types of batteries (standard, alkaline, etc.). Introduction",True,TP,UNCERTAIN_LEANING_GROUNDED
843,laptop_lenovo_tc_x1.pdf,What is the adjustment range for the Orchid Tilt Stand?,between 10° to the front and 40° to the rear,1,1,UNCERTAIN,0.5242,0.0075,0.4683,0.7815,"Replacing the Orchid Tilt Stand Attention: Do not open your computer or attempt any repair before reading and understanding the “Read this first: Important safety information” on page iii. To replace the Orchid Tilt Stand, do the following: 1. Remove any media from the drives and turn off all connected devices and the computer. Then, disconnect all power cords from electrical outlets and disconnect all cables that are connected to the computer. 2. Place a soft, clean towel or cloth on the desk o",True,TP,UNCERTAIN_LEANING_GROUNDED
844,lg_home_theater.pdf,What is the maximum input power for the speakers?,120 W,1,1,HALLUCINATION,0.4926,0.0052,0.5022,0.7874,"inserted. • The disc is placed upside down. • The disc is not placed within the guide. • The disc is dirty. • A menu is on the TV screen. • The Rating level is set. • The disc is dirty. • The speakers and components are connected poorly. • The unit is located too close to the TV. Correction • Plug the power cord securely into the wall outlet. • Insert a disc. (Check that the DVD or, audio CD indicator in the DVD display is lit.) • Select the appropriate video input mode on the TV so the picture ",True,TP,HALLUCINATION
845,makita_drill.pdf,What could be the consequence of shorting the battery terminals together?,Shorting the battery terminals together may cause burns or a fire.,0,0,GROUNDED,0.9966,0.0009,0.0025,0.7922,"termi- nals together may cause burns or a fire. 4. Under abusive conditions, liquid may be ejected from the battery; avoid contact. If con- tact accidentally occurs, flush with water. If liquid contacts eyes, additionally seek medical help. Liquid ejected from the battery may cause irritation or burns. Service 1. Have your power tool serviced by a qualified repair person using only identical replacement parts. This will ensure that the safety of the power tool is maintained. 2. Follow instructio",True,TN,GROUNDED
846,laptop_lenovo_tc_x1.pdf,What is the procedure for enabling or disabling a hardware device in the Setup Utility?,"1. Start the Setup Utility program. See “Starting the Setup Utility program” on page 27.
2. Select **Devices** .
3. Select the device you want to enable or disable and press Enter.
4. Select the desired setting and press Enter.
5. Exit the Setup Utility program. See “Exiting the Setup Utility progra",1,1,UNCERTAIN,0.7236,0.0084,0.268,0.8813,"and change the configuration settings, follow the instructions on the right side of the screen. The keys used to perform various tasks are displayed at the bottom of the screen. Enabling or disabling a device This section provides information about how to enable or disable user access to hardware devices (such as USB connectors or storage drives). To enable or disable a device, do the following: 1. Start the Setup Utility program. See “Starting the Setup Utility program” on page 29. 2. Select De",True,TP,UNCERTAIN_LEANING_GROUNDED
847,lg_home_theater.pdf,How much does the main unit weigh?,3.31 kg,0,1,UNCERTAIN,0.0,1.0,0.0,0.6311664581298828,[UNSUPPORTED] max_sim=0.631 < threshold=0.7,False,FP,UNCERTAIN
848,lg_home_theater.pdf,What is the supported sampling frequency range for WMA files?,within 20 - 48kHz (WMA),1,1,UNCERTAIN,0.6465,0.0103,0.3432,0.8519,"track that you wish to erase from the Program list. 2. Press CLEAR. Alternatively, select “ (Delete)” icon then press SELECT/ENTER to place the selected track on the Program list. Repeat to erase additional tracks on the list. Erasing the Complete Program List Use v / V to select “ (Del all)” and then press SELECT/ENTER. Note: The programs are also cleared when the disc is removed. MP3 / WMA disc compatibility with this player is limited as follows: • Sampling frequency: within 32 - 48 kHz (MP3)",True,TP,UNCERTAIN_LEANING_GROUNDED
849,tesla_model_s.pdf,What specific wiper blade lengths are required for the Model S?,The blade on the driver's side must be 26 inches (650\n\nmm) long and 20 inches (500 mm) long for the blade on\nthe passenger's side.,0,0,GROUNDED,0.9891,0.0018,0.009,0.7718,"may lead to degraded performance or unavailability of Self-Driving features. For more information, see Cameras on page 21 and refer to Self- Driving Self-Driving Limitations and Warnings on page 129. Replacing Wiper Blades For optimum performance, replace the wiper blades at least once a year. Replacement blades must meet the following criteria: • The blade on the driver's side must be 26 inches (650 mm) long and 20 inches (500 mm) long for the blade on the passenger's side. • Ensure the connect",True,TN,GROUNDED
850,tesla_model_s.pdf,What are the steps to properly close the front trunk hood to avoid damage?,"1. Lower the hood until the striker touches the latches.\n\n\n2. Place both hands on the front of the hood in the areas\nshown (in green), then press down firmly to engage the\nlatches.\n\n\n3. Carefully try to lift the front edge of the hood to ensure\nthat it is fully closed.",0,0,GROUNDED,0.9763,0.0015,0.0222,0.8562,"Closing The Model S hood is not heavy enough to latch under its own weight and applying pressure on the front edge or center of the hood can cause damage. To properly close the hood: 1. Lower the hood until the striker touches the latches. 2. Place both hands on the front of the hood in the areas shown (in green), then press down firmly to engage the latches. 3. Carefully try to lift the front edge of the hood to ensure that it is fully closed. Front Trunk Storage Areas",True,TN,GROUNDED
851,tesla_model_s.pdf,When does the passenger airbag status indicator display 'PASSENGER AIRBAG OFF'?,The Passenger Airbag Off indicator displays on the touchscreen when the passenger front airbag is in a reduced deployment mode. This indicator also displays when the seat is occupied by a child restraint system.,1,1,HALLUCINATION,0.4361,0.0157,0.5482,0.8833,"Passenger Airbag Off indicator displays on the touchscreen when the passenger front airbag is OFF. When the passenger front airbag is OFF, it does not inflate when a collision occurs. This indicator also displays when the seat is unoccupied. When driving with a child seat on the front passenger seat (if permitted in your market region), always double-check the status of the passenger front airbag to confirm that it is OFF. To protect an adult occupying the front passenger seat, ensure the passen",True,TP,HALLUCINATION
852,omron_monitor.pdf,What is the initial action to start a blood pressure measurement according to section 3.3?,1 Press the O/I STOP button,1,1,UNCERTAIN,0.6399,0.0064,0.3537,0.785,"your heartbeat. • Wait 2-3 minutes before taking another blood pressure measurement. Waiting between readings allows the arteries to return to the condition prior to taking the blood pressure measurement. Warning: Self-diagnosis of measured results and treatment are dangerous. Please follow the instructions of your doctor. If your systolic pressure is more than 220 mmHg After the cuff starts to inflate, press and hold the O/I START button until the monitor inflates 30 to 40 mmHg higher than your",True,TP,UNCERTAIN_LEANING_GROUNDED
853,lg_home_theater.pdf,What is the procedure to reset the parental control password if it's forgotten?,1. Press**SETUP** to display the Setup menu.\n2. Input the 6-digit number “210499” and press\n**SELECT/ENTER**. The password is cleared.,0,0,GROUNDED,0.9894,0.0024,0.0081,0.852,"press SELECT/ENTER to verify. 3. Press SETUP to exit the menu. If you forget your password If you forget your password, you can clear it using the following steps: 1. Press SETUP to display the Setup menu. 2. Input the 6-digit number “210499” and press SELECT/ENTER. The password is cleared. Area Code Enter the code of the area whose standards were used to rate the DVD video disc, based on the list on page 25. 1. Select “Area Code” on the LOCK menu then press B. 2. Follow step 2 as shown in ratin",True,TN,GROUNDED
